site,date,year,death,yll,pop,tm,rh,tmax,tmin,PM10,dow,t
LocationB,2010-12-4,2010,3,48.12677,200231,4.517875,56.91719,13.02502,-2.581709,130.77,7,1799
LocationB,2010-12-5,2010,5,68.26609,200231,5.306682,44.27222,10.13823,-1.569478,154.2305,1,1800
LocationB,2010-12-6,2010,3,66.71338,200231,0.6878587,31.78345,4.90428,-2.949446,123.3265,2,1801
LocationB,2010-12-7,2010,2,15.974,200231,1.161457,36.221,8.428266,-6.678342,131.2649,3,1802
LocationB,2010-12-8,2010,3,54.06092,200231,4.934489,31.58244,10.94392,-1.685196,134.3915,4,1803
LocationB,2010-12-9,2010,0,0,200231,3.542652,40.2265,10.70672,-4.122739,128.1146,5,1804
LocationB,2010-12-10,2010,2,20.15006,200231,4.246571,34.86002,8.887465,-2.674579,137.4167,6,1805
LocationB,2010-12-11,2010,4,63.18657,200231,1.379386,39.33648,7.039951,-5.453283,127.7747,7,1806
LocationB,2010-12-12,2010,1,63.43331,200231,2.638552,45.51714,8.469932,-3.906538,133.8127,1,1807
LocationB,2010-12-13,2010,0,0,200231,1.510495,37.90836,4.040557,-3.56269,137.5249,2,1808
LocationB,2010-12-14,2010,2,23.80542,200231,-2.871848,46.81413,0.8238315,-6.686644,118.2787,3,1809
LocationB,2010-12-15,2010,1,30.0593,200231,-6.744739,29.43248,-3.542111,-10.71715,103.6344,4,1810
LocationB,2010-12-16,2010,2,48.28817,200231,-6.881111,33.72807,1.254459,-14.15349,97.0313,5,1811
LocationB,2010-12-17,2010,2,65.43585,200231,-1.510421,34.59451,7.365277,-10.17217,125.1381,6,1812
LocationB,2010-12-18,2010,3,55.98395,200231,0.617038,32.94761,7.680842,-7.046783,143.1198,7,1813
LocationB,2010-12-19,2010,1,27.41205,200231,1.553571,30.92702,6.786823,-4.591731,134.972,1,1814
LocationB,2010-12-20,2010,3,57.10978,200231,0.2354891,37.46691,5.790003,-6.904948,137.3895,2,1815
LocationB,2010-12-21,2010,1,31.9564,200231,3.411598,36.89252,10.98872,-5.214908,138.7647,3,1816
LocationB,2010-12-22,2010,3,26.04441,200231,3.314595,38.56217,8.630736,-5.27466,130.9672,4,1817
LocationB,2010-12-23,2010,3,64.75564,200231,0.9342853,48.16756,5.212421,-5.389022,133.1996,5,1818
LocationB,2010-12-24,2010,3,23.95094,200231,-3.044601,72.39408,1.352712,-6.500967,126.1231,6,1819
LocationB,2010-12-25,2010,2,22.70243,200231,-3.677666,64.03613,0.5953804,-8.695095,126.2435,7,1820
LocationB,2010-12-26,2010,2,15.974,200231,-3.59397,53.03929,5.009149,-10.99602,112.3627,1,1821
LocationB,2010-12-27,2010,3,39.23,200231,-0.2958913,47.31475,5.704538,-8.562628,133.4001,2,1822
LocationB,2010-12-28,2010,2,31.14984,200231,-0.354519,43.61857,6.642981,-7.631606,128.7344,3,1823
LocationB,2010-12-29,2010,2,15.65596,200231,-1.550103,33.21109,2.518027,-6.663704,126.2385,4,1824
LocationB,2010-12-30,2010,5,79.51691,200231,-6.817709,27.19435,-1.428315,-12.77404,99.7729,5,1825
LocationB,2010-12-31,2010,1,13.49574,200231,-8.753641,30.87575,-3.535027,-13.83046,98.12043,6,1826
LocationB,2011-1-1,2011,4,32.70993,201191.1,-8.103753,28.85679,-3.807527,-12.45655,108.1327,7,1827
LocationB,2011-1-2,2011,3,64.93218,201191.1,-7.661935,67.97302,-6.458652,-9.970677,115.8679,1,1828
LocationB,2011-1-3,2011,2,17.04527,201191.1,-8.162731,77.94125,-5.657462,-11.08654,119.9765,2,1829
LocationB,2011-1-4,2011,6,65.64177,201191.1,-7.547511,76.83933,-4.020198,-11.69172,118.5275,3,1830
LocationB,2011-1-5,2011,5,70.56479,201191.1,-7.772755,58.97923,-5.419984,-10.87354,117.083,4,1831
LocationB,2011-1-6,2011,4,59.84083,201191.1,-10.45254,47.1778,-7.48956,-14.13596,97.95053,5,1832
LocationB,2011-1-7,2011,6,71.2715,201191.1,-8.95147,50.84566,-3.019908,-13.45977,110.3774,6,1833
LocationB,2011-1-8,2011,3,39.64848,201191.1,-5.717959,47.45733,-2.57412,-10.28392,123.2455,7,1834
LocationB,2011-1-9,2011,2,17.04527,201191.1,-7.514166,41.55293,-4.830978,-11.20798,96.96,1,1835
LocationB,2011-1-10,2011,6,98.85291,201191.1,-7.730185,51.17104,-2.700788,-11.5652,103.4187,2,1836
LocationB,2011-1-11,2011,1,4.94845,201191.1,-7.275709,43.80622,-1.527079,-13.24915,103.9387,3,1837
LocationB,2011-1-12,2011,2,18.06747,201191.1,-6.507826,42.62533,-0.9361929,-12.93358,115.2588,4,1838
LocationB,2011-1-13,2011,6,106.4655,201191.1,-5.286155,44.03351,0.1832772,-11.56282,125.4137,5,1839
LocationB,2011-1-14,2011,1,11.71357,201191.1,-4.295495,38.86617,0.006135871,-8.804745,130.8442,6,1840
LocationB,2011-1-15,2011,4,67.30968,201191.1,-8.697937,41.51841,-4.060976,-13.9421,90.08947,7,1841
LocationB,2011-1-16,2011,5,63.64639,201191.1,-9.202611,42.92277,-4.527745,-14.6619,105.8135,1,1842
LocationB,2011-1-17,2011,3,25.50903,201191.1,-6.823527,55.96566,-3.724073,-10.53442,117.0712,2,1843
LocationB,2011-1-18,2011,1,13.49574,201191.1,-7.829111,54.85697,-2.944698,-13.10599,114.0166,3,1844
LocationB,2011-1-19,2011,2,26.44792,201191.1,-6.272174,52.21912,-3.129413,-10.88935,117.689,4,1845
LocationB,2011-1-20,2011,4,23.91864,201191.1,-4.882266,57.16694,-0.1521277,-10.56132,142.944,5,1846
LocationB,2011-1-21,2011,5,53.54386,201191.1,-5.557258,59.49127,-0.1686549,-11.18156,136.9944,6,1847
LocationB,2011-1-22,2011,0,0,201191.1,-4.46991,55.68968,2.062916,-10.47321,154.43,7,1848
LocationB,2011-1-23,2011,2,54.8241,201191.1,-6.256924,37.85757,-1.429313,-10.96002,104.8879,1,1849
LocationB,2011-1-24,2011,2,39.12562,201191.1,-6.429353,38.70915,0.2035734,-13.22793,116.4658,2,1850
LocationB,2011-1-25,2011,2,48.42494,201191.1,-4.587201,40.23367,0.1057255,-10.33877,127.1476,3,1851
LocationB,2011-1-26,2011,4,79.13402,201191.1,-5.050927,41.64852,-1.883443,-9.027418,131.8726,4,1852
LocationB,2011-1-27,2011,2,18.36789,201191.1,-5.006307,77.25109,-3.038446,-7.128712,137.0556,5,1853
LocationB,2011-1-28,2011,1,18.87965,201191.1,-6.520372,58.72367,-2.816367,-10.10961,117.1154,6,1854
LocationB,2011-1-29,2011,5,88.1442,201191.1,-8.755793,51.1889,-3.43281,-15.05135,103.9256,7,1855
LocationB,2011-1-30,2011,4,45.68403,201191.1,-7.884326,49.02841,-1.387106,-14.45173,90.25403,1,1856
LocationB,2011-1-31,2011,1,6.65432,201191.1,-6.965285,48.521,-0.5681223,-13.25386,113.6003,2,1857
LocationB,2011-2-1,2011,4,71.5865,201191.1,-4.194155,49.69023,3.688071,-12.1099,112.0391,3,1858
LocationB,2011-2-2,2011,2,17.04527,201191.1,-2.108533,44.4229,5.678696,-10.14814,124.5486,4,1859
LocationB,2011-2-3,2011,0,0,201191.1,-0.03449456,37.31094,7.409731,-7.685625,155.8254,5,1860
LocationB,2011-2-4,2011,2,11.60277,201191.1,1.890976,36.24045,9.035954,-4.291728,133.1583,6,1861
LocationB,2011-2-5,2011,4,32.33412,201191.1,3.17447,35.93155,10.68445,-3.921136,133.0815,7,1862
LocationB,2011-2-6,2011,1,27.41205,201191.1,3.589601,38.18148,9.631391,-3.611704,132.8882,1,1863
LocationB,2011-2-7,2011,1,11.71357,201191.1,4.126731,38.69807,8.474293,-1.099277,135.7001,2,1864
LocationB,2011-2-8,2011,4,83.69593,201191.1,5.266864,38.9656,11.94726,-3.991861,135.9609,3,1865
LocationB,2011-2-9,2011,1,23.04341,201191.1,0.7864484,71.47239,8.42638,-3.170921,134.9374,4,1866
LocationB,2011-2-10,2011,5,51.23748,201191.1,-1.495005,88.37214,3.741068,-4.911745,112.3165,5,1867
LocationB,2011-2-11,2011,3,119.9686,201191.1,-1.121476,61.84732,3.885111,-5.622391,136.4412,6,1868
LocationB,2011-2-12,2011,2,15.3394,201191.1,-1.910682,74.68797,-0.7579538,-5.574046,109.5003,7,1869
LocationB,2011-2-13,2011,1,6.65432,201191.1,-2.210908,49.47229,1.747073,-7.357823,119.821,1,1870
LocationB,2011-2-14,2011,1,11.71357,201191.1,-3.446965,41.93796,2.557663,-10.96773,103.2559,2,1871
LocationB,2011-2-15,2011,6,136.7492,201191.1,-3.305019,58.13432,-1.677505,-5.935125,126.6988,3,1872
LocationB,2011-2-16,2011,2,27.88129,201191.1,-1.472755,66.1613,4.607954,-7.65031,132.31,4,1873
LocationB,2011-2-17,2011,1,31.9564,201191.1,1.745899,45.09303,6.889079,-5.296568,146.4314,5,1874
LocationB,2011-2-18,2011,2,20.71521,201191.1,2.447527,56.3148,5.575095,-1.53256,142.9843,6,1875
LocationB,2011-2-19,2011,2,30.22836,201191.1,2.004606,71.75239,5.556242,-2.065986,169.2352,7,1876
LocationB,2011-2-20,2011,5,106.3745,201191.1,2.661804,69.81908,7.649546,-3.714302,166.3699,1,1877
LocationB,2011-2-21,2011,4,22.30305,201191.1,4.022793,62.68399,6.562389,-0.4977799,174.0824,2,1878
LocationB,2011-2-22,2011,3,36.88268,201191.1,5.238554,57.98622,9.703367,0.4653967,149.3438,3,1879
LocationB,2011-2-23,2011,0,0,201191.1,5.864516,55.22572,14.33719,-2.624285,149.4599,4,1880
LocationB,2011-2-24,2011,4,83.82162,201191.1,8.975003,48.54729,15.24128,0.2236821,151.1407,5,1881
LocationB,2011-2-25,2011,2,25.53397,201191.1,6.146981,66.1254,10.9239,2.869677,157.9316,6,1882
LocationB,2011-2-26,2011,3,41.37703,201191.1,0.2932853,91.48924,3.586342,-1.561399,118.6751,7,1883
LocationB,2011-2-27,2011,0,0,201191.1,0.4955136,93.63736,2.227758,-1.672848,116.3503,1,1884
LocationB,2011-2-28,2011,5,77.13438,201191.1,-0.0730788,89.22298,1.173247,-2.758562,116.4323,2,1885
LocationB,2011-3-1,2011,6,64.70926,201191.1,-1.130128,67.75744,3.134508,-6.589016,119.4966,3,1886
LocationB,2011-3-2,2011,1,6.65432,201191.1,1.327861,64.43632,6.053842,-4.685495,134.3489,4,1887
LocationB,2011-3-3,2011,1,18.87965,201191.1,0.9859728,39.2933,3.885878,-4.506796,122.8804,5,1888
LocationB,2011-3-4,2011,4,27.57677,201191.1,1.273356,52.1032,4.997554,-3.998511,117.2159,6,1889
LocationB,2011-3-5,2011,1,11.71357,201191.1,3.451253,60.41707,8.982209,-2.865668,129.7375,7,1890
LocationB,2011-3-6,2011,5,45.90275,201191.1,4.445149,39.54029,9.513307,-0.3987092,133.6827,1,1891
LocationB,2011-3-7,2011,2,25.41686,201191.1,4.962361,43.11373,11.03567,-3.767432,114.4519,2,1892
LocationB,2011-3-8,2011,1,15.02591,201191.1,6.578212,41.24294,12.73138,-0.6341984,122.0881,3,1893
LocationB,2011-3-9,2011,2,36.41369,201191.1,4.546272,26.00739,8.23469,-0.007885868,115.0276,4,1894
LocationB,2011-3-10,2011,3,54.67818,201191.1,4.139106,32.56902,11.38895,-3.555785,113.0834,5,1895
LocationB,2011-3-11,2011,2,40.95804,201191.1,7.449842,39.50305,14.1006,-0.1454103,123.6633,6,1896
LocationB,2011-3-12,2011,3,24.6576,201191.1,10.61839,41.5797,19.4731,0.4360815,124.8013,7,1897
LocationB,2011-3-13,2011,1,6.65432,201191.1,12.5951,34.63468,20.25659,5.151274,162.0334,1,1898
LocationB,2011-3-14,2011,1,25.56679,201191.1,1.427386,26.11008,11.24272,-1.857315,183.3094,2,1899
LocationB,2011-3-15,2011,5,67.76654,201191.1,1.435603,34.00265,6.7445,-5.480573,117.3922,3,1900
LocationB,2011-3-16,2011,2,11.08103,201191.1,2.336503,30.32166,9.137217,-6.274793,107.3431,4,1901
LocationB,2011-3-17,2011,0,0,201191.1,6.986478,30.26302,14.97168,-2.688859,111.1409,5,1902
LocationB,2011-3-18,2011,5,56.61248,201191.1,7.31884,25.99502,10.65237,2.250894,158.3577,6,1903
LocationB,2011-3-19,2011,0,0,201191.1,3.172378,65.60353,6.84172,0.003059784,159.986,7,1904
LocationB,2011-3-20,2011,4,61.67325,201191.1,1.157764,92.75834,1.675405,-0.6475136,109.3557,1,1905
LocationB,2011-3-21,2011,4,88.25846,201191.1,0.2520924,68.05688,0.9616957,-2.632533,114.64,2,1906
LocationB,2011-3-22,2011,2,32.04505,201191.1,0.7886223,57.12748,5.417946,-5.746742,112.0411,3,1907
LocationB,2011-3-23,2011,1,31.9564,201191.1,3.323617,51.23429,9.462038,-3.716394,114.0476,4,1908
LocationB,2011-3-24,2011,3,40.05191,201191.1,1.780935,27.27053,6.128277,-3.391402,104.5093,5,1909
LocationB,2011-3-25,2011,2,38.61072,201191.1,2.648228,34.39082,8.800315,-5.653427,102.0602,6,1910
LocationB,2011-3-26,2011,2,23.80542,201191.1,4.590723,32.74029,11.35378,-4.88806,107.1724,7,1911
LocationB,2011-3-27,2011,1,9.00164,201191.1,5.937386,31.87496,12.32599,-2.800304,113.6978,1,1912
LocationB,2011-3-28,2011,4,52.43426,201191.1,7.125226,30.5354,14.59138,-3.081212,106.3731,2,1913
LocationB,2011-3-29,2011,4,78.42695,201191.1,9.27775,27.94016,16.72332,-1.586448,113.4867,3,1914
LocationB,2011-3-30,2011,6,118.0613,201191.1,12.21549,37.35472,19.14777,3.103283,123.6194,4,1915
LocationB,2011-3-31,2011,0,0,201191.1,14.30952,46.9509,19.86133,5.924054,116.5566,5,1916
LocationB,2011-4-1,2011,3,49.78289,201191.1,12.53951,68.91411,15.696,9.357057,113.3098,6,1917
LocationB,2011-4-2,2011,1,11.71357,201191.1,6.327193,81.63266,10.29698,3.028736,110.0458,7,1918
LocationB,2011-4-3,2011,0,0,201191.1,5.253785,73.48238,9.78606,0.884,109.8287,1,1919
LocationB,2011-4-4,2011,4,93.63337,201191.1,7.541239,55.92882,13.28579,0.1153886,119.606,2,1920
LocationB,2011-4-5,2011,2,32.37539,201191.1,6.976891,57.11795,9.936519,3.767285,121.835,3,1921
LocationB,2011-4-6,2011,5,90.77077,201191.1,8.048264,75.22679,13.55826,2.246788,110.6424,4,1922
LocationB,2011-4-7,2011,6,82.95232,201191.1,9.512201,46.5438,13.04486,4.245198,125.2386,5,1923
LocationB,2011-4-8,2011,2,37.7593,201191.1,10.27001,43.73566,16.21331,1.7315,120.634,6,1924
LocationB,2011-4-9,2011,3,46.47055,201191.1,13.24885,39.27415,20.46624,2.601625,125.027,7,1925
LocationB,2011-4-10,2011,3,28.39173,201191.1,13.52661,29.97094,17.22459,6.653128,123.0442,1,1926
LocationB,2011-4-11,2011,1,45.99439,201191.1,11.26481,33.14142,16.37271,2.254554,123.9578,2,1927
LocationB,2011-4-12,2011,3,27.36953,201191.1,14.39157,50.20717,20.34888,5.438473,117.8832,3,1928
LocationB,2011-4-13,2011,2,28.86467,201191.1,18.00207,49.04663,25.0883,7.67338,122.8754,4,1929
LocationB,2011-4-14,2011,4,128.9104,201191.1,19.65704,32.7516,24.92853,11.42291,114.2345,5,1930
LocationB,2011-4-15,2011,7,88.80653,201191.1,19.85154,26.58217,24.34405,10.7545,143.2773,6,1931
LocationB,2011-4-16,2011,0,0,201191.1,17.83642,32.43105,22.35867,9.361685,112.4963,7,1932
LocationB,2011-4-17,2011,7,66.52893,201191.1,17.58148,36.88365,23.11837,9.527304,110.7309,1,1933
LocationB,2011-4-18,2011,2,66.85436,201191.1,15.64051,24.17354,20.83533,5.540432,131.2009,2,1934
LocationB,2011-4-19,2011,0,0,201191.1,16.35034,32.48188,22.79008,5.722071,104.2855,3,1935
LocationB,2011-4-20,2011,0,0,201191.1,12.75501,68.80309,18.6888,9.629666,105.6357,4,1936
LocationB,2011-4-21,2011,3,29.14582,201191.1,14.71783,70.1261,19.45226,8.849579,109.2886,5,1937
LocationB,2011-4-22,2011,1,4.94845,201191.1,15.9711,29.26773,22.033,5.708209,114.0431,6,1938
LocationB,2011-4-23,2011,1,23.04341,201191.1,16.72263,24.90548,24.51745,4.72891,130.9615,7,1939
LocationB,2011-4-24,2011,1,9.00164,201191.1,16.84173,31.78367,22.74332,7.002027,103.2203,1,1940
LocationB,2011-4-25,2011,4,54.1446,201191.1,21.89623,29.9158,28.71094,11.01178,131.4454,2,1941
LocationB,2011-4-26,2011,4,57.2149,201191.1,21.44874,32.46965,25.43746,13.91029,120.6334,3,1942
LocationB,2011-4-27,2011,3,38.9126,201191.1,15.4293,27.31308,20.01348,10.04089,128.6695,4,1943
LocationB,2011-4-28,2011,2,43.66997,201191.1,18.47548,37.82703,25.97176,9.166416,107.5501,5,1944
LocationB,2011-4-29,2011,2,24.4627,201191.1,21.08883,37.68427,26.8679,12.97384,126.2553,6,1945
LocationB,2011-4-30,2011,3,72.21695,201191.1,18.47557,19.29571,21.9796,13.33704,225.4002,7,1946
LocationB,2011-5-1,2011,2,27.88129,201191.1,11.00382,56.28194,17.22828,6.645641,99.79687,1,1947
LocationB,2011-5-2,2011,4,82.19218,201191.1,12.29495,72.44811,18.48606,6.687054,73.40873,2,1948
LocationB,2011-5-3,2011,5,34.62054,201191.1,15.11945,58.07002,20.65755,6.27891,88.55677,3,1949
LocationB,2011-5-4,2011,1,15.02591,201191.1,17.68302,49.71464,24.23332,7.909253,95.45763,4,1950
LocationB,2011-5-5,2011,5,46.77983,201191.1,20.05234,47.99486,26.2022,11.47104,101.1044,5,1951
LocationB,2011-5-6,2011,3,24.72179,201191.1,21.6644,39.92137,26.40189,13.01586,112.5973,6,1952
LocationB,2011-5-7,2011,2,50.28921,201191.1,22.27333,48.41123,27.73438,12.94743,105.8222,7,1953
LocationB,2011-5-8,2011,1,2.99308,201191.1,22.38683,68.72504,27.91616,17.05763,93.42843,1,1954
LocationB,2011-5-9,2011,1,6.65432,201191.1,16.42568,89.61228,20.23806,13.65992,71.97783,2,1955
LocationB,2011-5-10,2011,5,52.9798,201191.1,13.74125,84.01582,16.59926,11.19662,65.58643,3,1956
LocationB,2011-5-11,2011,3,29.35675,201191.1,15.3904,66.52539,18.76277,9.861503,77.43223,4,1957
LocationB,2011-5-12,2011,0,0,201191.1,15.03181,42.49843,19.40191,7.598821,88.7484,5,1958
LocationB,2011-5-13,2011,3,67.51842,201191.1,14.38606,44.89697,19.09586,6.473386,90.67327,6,1959
LocationB,2011-5-14,2011,1,27.41205,201191.1,16.05452,50.60859,21.84671,7.874598,81.7091,7,1960
LocationB,2011-5-15,2011,2,28.90324,201191.1,19.59889,49.81902,26.53079,10.01615,90.85337,1,1961
LocationB,2011-5-16,2011,1,17.1511,201191.1,21.95721,35.20464,28.06283,11.39652,88.21887,2,1962
LocationB,2011-5-17,2011,3,31.56321,201191.1,23.39908,36.33604,29.50985,12.70001,103.8675,3,1963
LocationB,2011-5-18,2011,2,26.73948,201191.1,24.43339,38.74309,30.52327,14.13233,104.8194,4,1964
LocationB,2011-5-19,2011,3,53.61987,201191.1,23.02072,44.23477,27.24745,16.81646,102.0002,5,1965
LocationB,2011-5-20,2011,2,20.15006,201191.1,12.57181,79.03074,20.63563,8.970897,77.23397,6,1966
LocationB,2011-5-21,2011,2,35.08857,201191.1,10.97404,81.25813,13.30222,7.28434,56.78507,7,1967
LocationB,2011-5-22,2011,1,17.1511,201191.1,12.16191,72.65378,16.01854,7.045687,52.26387,1,1968
LocationB,2011-5-23,2011,2,50.07034,201191.1,14.36963,60.8235,19.92357,5.350489,62.18903,2,1969
LocationB,2011-5-24,2011,1,27.41205,201191.1,15.47337,60.7573,17.75606,11.11974,73.69073,3,1970
LocationB,2011-5-25,2011,1,31.9564,201191.1,16.91017,62.25311,22.89243,8.604679,68.11133,4,1971
LocationB,2011-5-26,2011,1,27.41205,201191.1,18.90573,62.67901,25.0698,11.58327,74.11097,5,1972
LocationB,2011-5-27,2011,3,60.77923,201191.1,20.42792,52.86454,26.30646,11.7318,74.35667,6,1973
LocationB,2011-5-28,2011,3,61.227,201191.1,21.78969,60.64438,26.07488,14.25249,79.125,7,1974
LocationB,2011-5-29,2011,3,33.4701,201191.1,18.80104,81.55772,22.36883,15.07943,64.08467,1,1975
LocationB,2011-5-30,2011,4,80.42936,201191.1,19.39811,72.84485,23.01737,14.23818,75.8745,2,1976
LocationB,2011-5-31,2011,1,17.1511,201191.1,20.83853,44.777,26.75829,11.05736,81.11257,3,1977
LocationB,2011-6-1,2011,1,31.9564,201191.1,21.15851,39.72666,25.88773,11.93188,93.41607,4,1978
LocationB,2011-6-2,2011,1,18.87965,201191.1,21.56671,49.94389,26.78639,14.03905,86.78497,5,1979
LocationB,2011-6-3,2011,3,34.4185,201191.1,21.84993,48.61345,26.5597,12.00445,92.26407,6,1980
LocationB,2011-6-4,2011,3,59.4571,201191.1,22.2398,49.17315,28.06813,13.03504,87.56313,7,1981
LocationB,2011-6-5,2011,6,61.09254,201191.1,22.28763,58.55364,25.55254,15.79108,83.4713,1,1982
LocationB,2011-6-6,2011,2,43.66997,201191.1,23.96411,57.78894,30.99405,15.86131,83.14743,2,1983
LocationB,2011-6-7,2011,1,9.00164,201191.1,26.75937,42.13917,34.42635,14.70458,84.46283,3,1984
LocationB,2011-6-8,2011,3,23.01592,201191.1,27.22167,32.21775,31.36193,17.34519,91.02323,4,1985
LocationB,2011-6-9,2011,4,70.61918,201191.1,19.79301,65.96364,27.4601,16.94512,75.32683,5,1986
LocationB,2011-6-10,2011,6,96.63943,201191.1,21.60112,66.12406,28.97279,12.77458,67.0709,6,1987
LocationB,2011-6-11,2011,3,41.17865,201191.1,25.19757,44.09294,30.43779,15.8554,89.8151,7,1988
LocationB,2011-6-12,2011,0,0,201191.1,25.72566,38.04283,31.11026,15.91944,86.40233,1,1989
LocationB,2011-6-13,2011,3,102.3799,201191.1,25.54767,52.99794,27.70133,19.16869,86.02317,2,1990
LocationB,2011-6-14,2011,4,45.97247,201191.1,24.43401,55.55793,28.55969,16.66824,80.1934,3,1991
LocationB,2011-6-15,2011,2,35.64235,201191.1,25.33064,52.01286,31.32553,15.88291,76.49087,4,1992
LocationB,2011-6-16,2011,1,17.1511,201191.1,25.63551,48.37574,28.49713,18.56111,93.95027,5,1993
LocationB,2011-6-17,2011,1,15.02591,201191.1,22.66049,64.66291,25.97749,18.39387,76.75327,6,1994
LocationB,2011-6-18,2011,1,6.65432,201191.1,22.05355,66.69289,25.84387,16.19447,64.89897,7,1995
LocationB,2011-6-19,2011,4,33.72343,201191.1,24.48116,56.32597,28.74552,16.84474,80.9219,1,1996
LocationB,2011-6-20,2011,5,40.37775,201191.1,23.31349,59.98147,27.29345,18.29661,83.23417,2,1997
LocationB,2011-6-21,2011,1,11.71357,201191.1,20.23133,85.16485,22.43376,17.54674,62.35817,3,1998
LocationB,2011-6-22,2011,1,9.00164,201191.1,20.36311,90.54663,23.25828,16.94305,56.49347,4,1999
LocationB,2011-6-23,2011,5,63.80371,201191.1,22.92253,69.26547,31.50344,15.02896,64.5514,5,2000
LocationB,2011-6-24,2011,1,6.65432,201191.1,27.54107,44.73171,33.7931,16.70893,79.10137,6,2001
LocationB,2011-6-25,2011,2,17.04527,201191.1,24.03925,63.62617,29.619,17.21307,73.99513,7,2002
LocationB,2011-6-26,2011,5,118.535,201191.1,20.43787,74.72462,24.11571,16.74173,71.81537,1,2003
LocationB,2011-6-27,2011,1,4.94845,201191.1,20.77022,79.78178,25.49422,15.42483,60.25877,2,2004
LocationB,2011-6-28,2011,1,15.02591,201191.1,24.63532,55.25998,30.57079,14.75714,64.86793,3,2005
LocationB,2011-6-29,2011,0,0,201191.1,27.3189,48.37102,32.04968,18.17129,84.03103,4,2006
LocationB,2011-6-30,2011,4,42.46213,201191.1,28.77604,52.90586,32.61045,19.76521,71.711,5,2007
LocationB,2011-7-1,2011,0,0,201191.1,29.3264,51.68358,33.66505,21.99762,76.94223,6,2008
LocationB,2011-7-2,2011,3,45.41533,201191.1,26.22752,73.921,30.27002,21.92432,66.9177,7,2009
LocationB,2011-7-3,2011,1,4.94845,201191.1,22.00284,86.49618,23.47533,19.8923,58.89407,1,2010
LocationB,2011-7-4,2011,0,0,201191.1,21.56563,89.14761,22.15601,19.56321,56.63363,2,2011
LocationB,2011-7-5,2011,3,27.43622,201191.1,20.17592,91.16285,20.85051,18.103,53.73423,3,2012
LocationB,2011-7-6,2011,1,44.20913,201191.1,18.92874,90.34027,20.04442,16.2774,52.92717,4,2013
LocationB,2011-7-7,2011,1,7.67652,201191.1,21.70978,55.50659,27.61364,13.60494,85.81233,5,2014
LocationB,2011-7-8,2011,3,46.282,201191.1,24.20886,48.00101,32.1846,12.8934,82.78923,6,2015
LocationB,2011-7-9,2011,2,30.71993,201191.1,23.53442,53.48852,27.85172,16.03717,92.56823,7,2016
LocationB,2011-7-10,2011,1,13.49574,201191.1,23.24411,64.23001,24.46282,17.54054,91.00377,1,2017
LocationB,2011-7-11,2011,2,40.5927,201191.1,24.40958,62.68732,29.41105,16.562,85.87843,2,2018
LocationB,2011-7-12,2011,4,48.12815,201191.1,25.00601,60.31127,28.46766,18.00861,88.26753,3,2019
LocationB,2011-7-13,2011,1,6.65432,201191.1,24.93824,63.68331,29.8938,18.08595,86.28047,4,2020
LocationB,2011-7-14,2011,1,2.14967,201191.1,24.10144,58.58493,30.47901,17.13147,81.03333,5,2021
LocationB,2011-7-15,2011,3,28.39423,201191.1,24.7222,54.68402,31.71507,16.55609,81.15877,6,2022
LocationB,2011-7-16,2011,3,27.65088,201191.1,25.67379,57.12635,30.94789,17.23036,80.7971,7,2023
LocationB,2011-7-17,2011,4,54.28153,201191.1,24.49637,61.24972,29.63643,17.55308,82.9587,1,2024
LocationB,2011-7-18,2011,3,32.95872,201191.1,23.64466,63.26763,28.8798,16.71271,81.80647,2,2025
LocationB,2011-7-19,2011,2,11.60277,201191.1,23.63009,68.82415,27.73823,17.61754,82.71513,3,2026
LocationB,2011-7-20,2011,4,36.81208,201191.1,24.37886,67.83623,28.93942,17.87531,85.54153,4,2027
LocationB,2011-7-21,2011,1,2.14967,201191.1,22.70143,74.80057,25.53368,18.91326,77.25047,5,2028
LocationB,2011-7-22,2011,1,4.94845,201191.1,23.11189,75.61491,25.75274,18.31907,78.56033,6,2029
LocationB,2011-7-23,2011,0,0,201191.1,25.4372,71.80987,29.86747,18.36064,84.8888,7,2030
LocationB,2011-7-24,2011,5,82.47957,201191.1,25.19783,73.01475,31.43408,19.76912,82.67397,1,2031
LocationB,2011-7-25,2011,1,13.49574,201191.1,26.46828,63.65516,33.61032,18.36204,83.0243,2,2032
LocationB,2011-7-26,2011,2,54.56474,201191.1,25.62512,65.36241,29.38475,19.75691,85.97187,3,2033
LocationB,2011-7-27,2011,0,0,201191.1,26.13141,61.74332,32.61522,17.34823,79.31137,4,2034
LocationB,2011-7-28,2011,3,80.24457,201191.1,26.10371,68.19138,29.8038,20.46608,81.91837,5,2035
LocationB,2011-7-29,2011,4,62.55477,201191.1,20.26143,91.03791,23.79617,17.448,54.3178,6,2036
LocationB,2011-7-30,2011,6,75.28237,201191.1,22.22674,76.68365,28.46732,16.0631,70.9681,7,2037
LocationB,2011-7-31,2011,1,6.65432,201191.1,19.72467,84.80222,23.77252,16.22694,56.9933,1,2038
LocationB,2011-8-1,2011,3,27.36953,201191.1,17.92917,87.74463,19.6656,15.17052,52.33817,2,2039
LocationB,2011-8-2,2011,3,66.80296,201191.1,19.24733,82.70073,21.66501,15.19452,61.85847,3,2040
LocationB,2011-8-3,2011,2,18.36789,201191.1,20.36834,81.3268,24.07502,15.83189,64.05157,4,2041
